full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,GreaterClan,Clan,SubClan,tax_c,Tax_ref
  4832 Palinurus (1988 TU1),0.0575,0.1091,0.3055,1.82732123868783,24.2497400589459,0.071,0.113,0.11,18.0943617703392,0.815000000000001,1.49,0.6,0.275,0.134999999999998,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
  5119 (1988 RA1),0.0082,0.0693,0.2921,-0.015320476891985997,8.518423314054589,0.061,0.122,0.135,18.3172003749747,0.899999999999999,1.69,0.68,0.149999999999999,-0.369999999999997,?,?,?,5,GreaterPatroclus,-,-,,
  5120 Bitias (1988 TZ1),0.0894,0.0711,0.4452,1.44510831814722,33.3321330427011,0.122,0.137,0.137,17.9452116881767,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
  5511 Cloanthus (1988 TH1),0.0535,0.0735,0.1878,1.7571535159663103,24.6544208054968,0.093,0.147,0.176,18.5349729664029,?,?,?,?,?,0.3597455,0.5855135,0.161376,5,GreaterPatroclus,-,-,D,Bendjoya2004
  6002 (1988 RO),0.0249,0.0753,0.2769,0.22973665713510602,13.0777222292201,0.075,0.15,0.15,18.3212100653478,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,-,,
  6997 Laomedon (3104 T-3),0.0322,0.0913,0.3294,0.4984196007521289,16.5308270816154,0.087,0.173,0.173,18.4334282540148,0.830000000000002,1.43,0.609999999999999,0.289999999999999,0.09,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
  9023 Mnesthus (1988 RG1),0.0786,0.0173,0.3925,1.2370223290655502,32.246456004663,0.073,0.146,0.146,17.9324523459448,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
 11275 (1988 SL3),0.019,0.0562,0.3999,-0.727362529227662,12.887555226061599,0.082,0.163,0.163,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 11509 Thersilochos (1990 VL6),0.0309,0.1003,0.3282,0.549470523049365,17.0081551936526,0.065,0.129,0.129,18.1185233063926,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
 11869 (1989 TS2),0.0633,0.0085,0.1813,1.28321822184876,23.798233412375804,0.068,0.136,0.136,?,0.85,1.4475,0.629999999999999,0.2575,0.105,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
 11887 Echemmon (1990 TV12),0.0283,0.0627,0.4271,-0.8305865509800581,15.3144217744959,0.095,0.191,0.191,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,MemnonSub,,
 16667 (1993 XM1),0.0338,0.1637,0.2609,2.7915010230807997,14.521425152730801,0.062,0.123,0.123,?,0.808,1.484,0.594000000000001,0.245999999999999,0.134,?,?,?,5,GreaterPatroclus,1971FV1,LamposSub,D,Hasselmann2012
 16956 (1998 MQ11),0.0875,0.0841,0.4924,1.8068966776559696,37.8201868124041,0.082,?,?,18.3561007611878,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
 17171 (1999 NB38),0.0705,0.0347,0.4436,1.4855424152143002,34.603923461283,0.08,0.138,0.155,18.4504198090454,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
 17172 (1999 NZ41),0.0414,0.0364,0.4681,-0.6935799602626391,21.4452147199638,0.078,0.156,0.156,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,TroilusSub,,
 17365 (1978 VF11),0.0623,0.0619,0.2235,1.66936907274237,25.2672418580729,0.066,0.133,0.133,18.5785045177422,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
 17420 (1988 RL13),0.0551,0.0349,0.2574,1.05959724326334,22.003636247377802,0.1,?,?,?,0.762500000000001,1.5625,0.552499999999998,0.230000000000001,0.134999999999999,?,?,?,5,GreaterPatroclus,-,-,,
 17423 (1988 SK2),0.0428,0.0972,0.0258,1.7822136714867198,16.8127121052912,0.115,0.23,0.23,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,,
 18037 (1999 NA38),0.0607,0.0669,0.2425,1.5281688438302,23.313650622254706,0.082,0.163,0.163,?,0.779999999999998,1.38,0.57,0.240000000000002,0.239999999999998,0.320117,0.6424805,?,5,GreaterPatroclus,-,-,,
 18268 Dardanos (2140 T-3),0.0461,0.0505,0.2967,0.68982289448212,23.0436720411481,0.074,0.148,0.148,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,D,Fornasier2004
 18278 Drymas (4035 T-3),0.0538,0.0729,0.3022,1.52648079210627,23.827887845826602,0.077,0.154,0.154,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
 19018 (2000 RL100),0.0534,0.0657,0.4806,0.39027573265633503,31.3748527566815,0.068,0.147,0.147,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
 19020 (2000 SC6),0.019,0.0656,0.2701,-0.001136680945649,6.295849156226209,0.067,0.131,0.131,18.5819541303852,0.815,1.475,0.5975,0.225000000000001,0.135,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
 19844 (2000 ST317),0.0194,0.0066,0.6511,-3.31479461061036,13.243722600209699,0.053,0.107,0.107,?,0.869999999999997,1.43,0.66,0.300000000000001,0.140000000000001,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 22180 (2000 YZ),0.0528,0.078,0.5091,-0.400505114941325,25.019876803481196,0.102,0.205,0.205,17.9806696401857,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,1988RY11Sub,,
 23463 (1989 TX11),0.0333,0.0532,0.1999,0.860691612521123,17.253950195900302,0.07,0.269,0.269,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,1989TX11,-,,
 23987 (1999 NB63),0.0358,0.1395,0.3842,1.55367907460135,21.6533980654004,0.095,0.191,0.191,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
 24449 (2000 QL63),0.025,0.063,0.5862,-2.5778025475770496,8.71479789725368,0.059,0.118,0.118,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 24452 (2000 QU167),0.0396,0.0978,0.1336,2.1304884126786297,20.874877186286,0.184,0.367,0.367,?,0.75,1.54,0.540000000000003,0.169999999999998,0.129999999999999,?,?,?,5,GreaterPatroclus,-,-,D,Fornasier2007
 24470 (2000 SJ310),0.0773,0.0476,0.4287,2.2122798031809303,38.9268266819694,0.077,0.155,0.155,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
 29603 (1998 MO44),0.0968,0.0225,0.5266,2.85358299999433,46.1408575646716,0.061,0.121,0.121,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
 29977 (1999 NH11),0.0498,0.0468,0.3858,-0.143615783696362,19.285783050240603,0.07,?,?,?,0.889999999999997,1.39,0.68,0.219999999999999,0.110000000000003,?,?,?,5,GreaterPatroclus,Troilus,1988RY11Sub,,
 30499 (2000 QE169),0.0379,0.0539,0.0905,1.30459232958322,19.2718425294355,0.075,?,?,?,0.860000000000003,1.54,0.640000000000001,0.240000000000002,0.139999999999997,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,D,Hasselmann2012
 30504 (2000 RS80),0.013999999999999999,0.0804,0.1139,0.785254721136027,5.29857342291876,0.062,0.167,0.167,?,0.809999999999999,1.31,0.599999999999998,0.25,0.240000000000002,?,?,?,5,GreaterPatroclus,1971FV1,-,,
 30505 (2000 RW82),0.0461,0.1009,0.4826,0.08171528716525299,25.368641588657,0.073,0.146,0.146,?,0.869999999999997,1.58,0.650000000000002,0.27,0.16,?,?,?,5,GreaterPatroclus,Memnon,MemnonSub,D,Hasselmann2012
 30708 Echepolos (4101 T-3),0.0636,0.053,0.4041,1.0722374823813001,27.1193076327779,0.069,0.138,0.138,?,0.789999999999999,1.35,0.57,0.210000000000001,0.219999999999999,?,?,?,5,GreaterPatroclus,-,-,,
 30791 (1988 RY11),0.0564,0.0757,0.4064,0.318623857170849,23.2662931696268,0.108,0.215,0.215,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,1988RY11Sub,,
 30806 (1989 UP5),0.0385,0.0733,0.0148,1.29369252437283,14.437186548769601,0.136,?,?,?,0.770000000000003,1.48,0.559999999999999,0.240000000000002,0.129999999999999,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,,
 31342 (1998 MU31),0.0187,0.042,0.3913,-0.9577361129603332,6.313864788282619,0.065,0.149,0.138,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
 31806 (1999 NE11),0.0171,0.0567,0.5392,-1.9293502958108797,12.836541336442599,0.071,0.143,0.143,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 32339 (2000 QA88),0.0231,0.1488,0.3174,1.674772099493,9.77603873204845,0.057,0.113,0.113,?,0.809999999999999,1.47,0.599999999999998,0.24,0.155000000000001,?,?,?,5,GreaterPatroclus,1971FV1,LamposSub,D,Hasselmann2012
 32356 (2000 QM124),0.0045,0.105,0.2345,0.7907464731532629,4.17471889086738,0.13,?,?,?,0.75,1.69,0.540000000000003,0.199999999999999,-0.16,?,?,?,5,GreaterPatroclus,1971FV1,1971FV1Sub,,
 32437 (2000 RR97),0.0289,0.0778,0.4131,-0.5427791079131911,12.5642763246065,0.07,0.14,0.14,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,MemnonSub,,
 32440 (2000 RC100),0.0936,0.0182,0.5371,3.1744142052486404,48.037196881008605,0.062,0.125,0.125,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
 32464 (2000 SB132),0.0456,0.0732,0.4435,-0.132575405538887,22.428444706195695,0.058,0.179,0.179,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,1988RY11Sub,,
 32475 (2000 SD234),0.022000000000000002,0.0535,0.5025,-1.27382518101763,9.32129414618544,0.076,0.088,0.088,18.9618400425566,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 32480 (2000 SG348),0.0513,0.0534,0.34600000000000003,0.15630395957453,19.1935344811551,0.073,0.192,0.192,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,1988RY11Sub,,
 32496 (2000 WX182),0.0742,0.0427,0.4921,1.69069969290422,37.1375240956026,0.07,0.133,0.133,18.300238842684,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
 32501 (2000 YV135),0.0146,0.0757,0.5214,-1.22240832574835,9.63975311101024,0.067,0.133,0.133,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 34642 (2000 WN2),0.0357,0.0491,0.3267,0.002137437754129,13.0704355931337,0.1,0.201,0.201,18.7600945164287,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,MemnonSub,,
 37519 Amphios (3040 T-3),0.01,0.0447,0.4192,-0.7771376079876969,8.05145696069826,0.077,0.155,0.155,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
 38257 (1999 RC13),0.0339,0.0804,0.2447,0.9071249367520408,18.0855950279465,0.136,?,?,?,0.775,1.51,0.559999999999999,0.16,0.155000000000001,?,?,?,5,GreaterPatroclus,-,-,,
 51345 (2000 QH137),0.0198,0.1655,0.2668,2.5841923623399303,8.29777062951581,0.08,0.16,0.16,?,0.849999999999998,1.55,0.629999999999999,0.240000000000002,0.129999999999999,?,?,?,5,GreaterPatroclus,1971FV1,LamposSub,D,Hasselmann2012
 51350 (2000 QU176),0.06,0.0322,0.3128,1.07330990104452,25.022485868636302,0.066,0.132,0.132,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
 51359 (2000 SC17),0.0357,0.0725,0.1857,1.16137839118369,19.386038071892,0.054,0.108,0.108,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,1989TX11,-,D,Fornasier2007
 51365 (2000 TA42),0.0656,0.0475,0.5104,-0.041207398747361,24.957468806477298,0.074,0.146,0.146,18.4669274208268,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,-,,
 51910 (2001 QQ60),0.0811,0.0432,0.5401,1.4721694480624599,37.9103541647834,0.07,0.244,0.244,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
 51969 (2001 QZ292),0.0898,0.0366,0.4435,2.9365203801587003,41.166455080755,0.06,?,?,?,?,?,?,?,?,0.267538,0.430648,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
 51994 (2001 TJ58),0.0135,0.1254,0.2132,1.8197111219899398,7.4801191351736,0.06,?,?,?,0.785,1.53,0.57,0.26,0.15,?,?,?,5,GreaterPatroclus,1971FV1,1971FV1Sub,D,Hasselmann2012
 52273 (1988 RQ10),0.0201,0.1141,0.1909,1.6539834273423302,13.178669974309301,0.085,?,?,?,0.829999999999998,1.64,0.609999999999999,0.280000000000001,0.189999999999998,?,?,?,5,GreaterPatroclus,1971FV1,-,D,Hasselmann2012
 52511 (1996 GH12),0.0376,0.0948,0.1399,1.2534813105961,14.6773597438042,0.06,?,?,?,0.889999999999999,1.53666666666667,0.673333333333333,0.273333333333332,0.080000000000001,?,?,?,5,GreaterPatroclus,-,-,,
 53419 (1999 PJ4),0.0796,0.0521,0.5165,2.23415785613184,41.5913740561339,0.051,?,?,?,?,?,?,?,?,0.265919,0.614059,0.294853,5,GreaterPatroclus,Cebriones,-,,
 54646 (2000 SS291),0.0379,0.0634,0.0834,1.1197736863774699,17.3848277736626,0.07,?,?,?,0.823333333333333,1.42666666666667,0.603333333333332,0.23,0.273333333333332,0.356502,0.493519,0.0645025,5,GreaterPatroclus,Phereclos,PhereclosSub,,
 54656 (2000 SX362),0.0916,0.0327,0.521,2.27795997419093,43.826447238545,0.078,0.129,0.129,18.7440722212241,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
 55460 (2001 TW148),0.0351,0.0551,0.11599999999999999,1.1597306799323501,18.0838926543927,0.131,?,?,?,0.7525,1.3525,0.54,0.170000000000001,0.092499999999999,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
 55678 Lampos (3291 T-1),0.0198,0.1481,0.1388,2.7080776241984905,10.498374942466699,0.052,?,?,?,0.809999999999999,1.34,0.599999999999998,0.260000000000002,0.16,?,?,?,5,GreaterPatroclus,1971FV1,LamposSub,,
 56968 (2000 SA92),0.0474,0.0878,0.2654,1.2355420978088898,19.827133993039,0.066,0.133,0.133,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,D,Fornasier2007
 56976 (2000 SS161),0.0367,0.0582,0.2094,0.6929441561626392,13.418691517530196,0.097,0.193,0.193,?,0.756666666666668,1.46666666666667,0.540000000000001,0.203333333333332,0.103333333333334,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,D,Hasselmann2012
 57714 (2001 UY124),0.0384,0.0668,0.265,0.897285032580783,19.0866531067373,0.051,0.101,0.101,?,0.789999999999999,1.33,0.580000000000002,0.239999999999998,0.170000000000002,?,?,?,5,GreaterPatroclus,1989TX11,-,,
 58084 Hiketaon (1197 T-3),0.0356,0.1144,0.1605,1.88073896279167,15.71789286361,?,?,?,?,0.84,1.56,0.629999999999999,0.23,0.16,?,?,?,5,GreaterPatroclus,-,-,,
 62426 (2000 SX186),0.0211,0.0965,0.5308,-1.66627845897517,8.81493566229182,0.058,0.116,0.116,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,MemnonSub,,
 62692 (2000 TE24),0.0584,0.0292,0.3477,1.01113038378173,28.087038203139898,0.096,?,?,?,0.779999999999998,1.95,0.57,0.23,0.129999999999999,?,?,?,5,GreaterPatroclus,-,-,,
 63955 (2001 SP65),0.0389,0.1043,0.3344,1.5120915270978201,20.9287446168391,0.048,?,?,?,0.859999999999999,1.515,0.645000000000001,0.219999999999999,0.135,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
 73795 (1995 FH8),0.0387,0.1027,0.3761,0.7039447957722591,19.4096061607249,0.077,?,?,?,0.784999999999998,1.34,0.575000000000001,0.264999999999999,0.174999999999999,0.3511,0.75415466666667,0.33846875,5,GreaterPatroclus,-,-,,
 76826 (2000 SW131),0.0119,0.0341,0.414,-1.06980337446089,7.1732305858514,0.098,?,?,?,0.82,1.32,0.605,0.295,0.16,?,?,?,5,GreaterPatroclus,-,-,,
 76837 (2000 SL316),0.0049,0.0678,0.3751,-0.6597377564621639,4.955168743497151,0.07,?,?,?,0.82,1.41,0.609999999999999,0.25,0.199999999999999,?,?,?,5,GreaterPatroclus,-,-,,
 76867 (2000 YM5),0.0575,0.0379,0.4872,0.08326393955934501,24.959814947221798,0.088,0.166,0.166,17.9986358144693,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Troilus,-,,
 80119 (1999 RY138),0.0094,0.0912,0.5067,-1.06925898998099,9.82171349262501,0.055,0.11,0.11,?,0.779999999999999,1.555,0.560000000000001,0.25,0.149999999999999,?,?,?,5,GreaterPatroclus,Memnon,MemnonSub,D,Hasselmann2012
 99311 (2001 SQ282),0.0483,0.08800000000000001,0.2505,1.8118427112706297,24.3798339014424,0.068,?,?,?,0.759999999999998,1.27,0.550000000000001,0.289999999999999,0.18,?,?,?,5,GreaterPatroclus,-,-,,
 99328 (2001 UY123),0.0151,0.0913,0.2731,0.551304204545147,10.517344878090698,0.115,0.231,0.231,?,0.739999999999998,1.425,0.529999999999999,0.19,0.085000000000001,?,?,?,5,GreaterPatroclus,1971FV1,1971FV1Sub,D,Fornasier2007
105746 (2000 SP92),0.0614,0.061,0.3578,0.8927522513174609,24.262360262698397,0.076,?,?,?,0.866666666666668,1.36,0.650000000000001,0.236666666666666,0.166666666666667,?,?,?,5,GreaterPatroclus,-,-,,
105808 (2000 SZ135),0.0459,0.0645,0.5699,-1.4147691910797,24.28238204360811,0.068,?,?,?,0.890000000000001,1.49,0.67,0.210000000000001,0.124999999999998,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,D,Hasselmann2012
105896 (2000 SG187),0.0514,0.0807,0.1732,1.67783534179068,20.69156822990989,0.14,?,?,?,0.73,1.41,0.52,0.16,0.16,?,?,?,5,GreaterPatroclus,-,-,,
106060 (2000 SS316),0.0286,0.0295,0.3201,-0.18087052685632396,16.0464695018893,0.08,?,?,?,0.91,1.23,0.689999999999998,0.190000000000001,0.32,?,?,?,5,GreaterPatroclus,Memnon,-,,
110380 (2001 SO343),0.0135,0.11900000000000001,0.3697,0.49607287488186097,10.890698928780001,0.113,?,?,?,0.77,1.24,0.559999999999999,0.300000000000001,0.199999999999999,0.2687035,0.664613,?,5,GreaterPatroclus,1971FV1,1971FV1Sub,,
110832 (2001 UA58),0.0302,0.0364,0.0469,0.474813933371934,11.736676271452902,0.07,?,?,?,0.920000000000002,1.56,0.689999999999998,0.23,0.09,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
117447 (2005 AX46),0.0492,0.0118,0.4706,-1.01425128376047,19.199524230562602,0.047,?,?,?,0.73,1.33,0.52,0.120000000000001,0.099999999999998,?,?,?,5,GreaterPatroclus,Troilus,TroilusSub,,
119528 (2001 US179),0.0302,0.0895,0.2487,0.9789315403672281,15.469775979482998,0.057,?,?,?,0.890000000000001,1.53,0.670000000000002,0.25,0.149999999999999,?,?,?,5,GreaterPatroclus,-,-,,
120454 (1988 SJ2),0.0516,0.0163,0.2555,1.06075821806667,25.132617920389105,0.033,?,?,?,0.8525,1.395,0.6375,0.269999999999999,0.212500000000001,?,?,?,5,GreaterPatroclus,-,-,,
122391 (2000 QZ75),0.0141,0.1105,0.244,0.9375076128075079,8.26989234513013,?,?,?,?,0.93,1.49,0.719999999999999,0.215,0.16,?,?,?,5,GreaterPatroclus,1971FV1,1971FV1Sub,,
122460 (2000 QB146),0.0113,0.0584,0.29600000000000004,-0.4151132519645561,3.7602542932411303,?,?,?,?,0.83,1.37,0.619999999999999,0.300000000000001,0.125,?,?,?,5,GreaterPatroclus,-,-,,
122581 (2000 RJ24),0.0591,0.0562,0.2045,1.6604665456128502,25.755931062746,0.112,?,?,?,?,?,?,?,?,0.2918085,0.24957025,0.00109075,5,GreaterPatroclus,-,-,,
122592 (2000 RE29),0.0475,0.0388,0.4885,-0.32093043394314696,27.499944698189307,?,?,?,?,0.759999999999998,1.51,0.550000000000001,0.32,0.18,?,?,?,5,GreaterPatroclus,Troilus,-,,
124985 (2001 TK131),0.0529,0.0769,0.1985,2.14193617595561,26.2518179585243,0.052,?,?,?,0.8325,1.4475,0.619999999999999,0.2175,0.142500000000001,?,?,?,5,GreaterPatroclus,-,-,,
125059 (2001 TB233),0.0335,0.0607,0.1513,0.8028277820183121,13.5918048298576,?,?,?,?,?,?,?,?,?,0.254729,0.455755,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
125159 (2001 UV93),0.0381,0.0246,0.2409,0.439457748639313,17.224260195770302,0.055,?,?,?,0.885000000000002,1.455,0.669999999999998,0.260000000000002,0.18,?,?,?,5,GreaterPatroclus,Memnon,-,,
127534 (2002 WR17),0.0286,0.08800000000000001,0.2338,1.05125160286536,15.2396760853186,0.073,?,?,?,0.66,1.43,0.439999999999998,0.240000000000002,0.169999999999998,?,?,?,5,GreaterPatroclus,-,-,,
129135 (2005 AD21),0.098,0.01,0.5265,2.11857924091635,42.7730751842144,0.07,?,?,?,0.855,1.365,0.635,0.23,0.225,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
129153 (2005 EL140),0.0329,0.0481,0.4377,-0.84719475618698,18.3384271175839,0.073,?,?,?,0.760000000000002,2.09,0.550000000000001,0.23,0.16,?,?,?,5,GreaterPatroclus,Troilus,TroilusSub,,
131447 (2001 QZ113),0.0382,0.0428,0.552,-1.01865722543994,20.004408465325398,0.066,?,?,?,0.833333333333334,1.63,0.623333333333332,0.293333333333333,0.173333333333334,?,?,?,5,GreaterPatroclus,Memnon,AmphiosSub,,
154990 (2005 AA66),0.0367,0.0456,0.2028,0.312429137797096,12.9138787154449,0.063,?,?,?,0.813333333333333,1.43166666666667,0.596666666666666,0.241666666666667,0.14,?,?,?,5,GreaterPatroclus,1989TX11,-,,
155337 (2006 KH89),0.0238,0.0422,0.3011,-0.14683152924402498,10.1748156158729,0.065,?,?,?,0.75,1.46,0.530000000000001,0.359999999999999,0.18,?,?,?,5,GreaterPatroclus,Memnon,-,,
155789 (2000 TD9),0.0043,0.1185,0.1376,1.48228328660997,8.258328561491341,0.115,?,?,?,0.670000000000002,1.2,0.469999999999999,0.110000000000003,0.329999999999998,0.126478,0.476464,-0.040926000000002,5,GreaterPatroclus,1971FV1,1971FV1Sub,,
156237 (2001 UH146),0.0253,0.1436,0.0724,2.94511800105818,16.661069856484197,0.09,?,?,?,0.82,0.760000000000002,0.599999999999998,0.200000000000003,0.449999999999999,?,?,?,5,GreaterPatroclus,1971FV1,LamposSub,,
156250 (2001 UM198),0.0294,0.1515,0.0519,3.155791347336049,11.478213423488901,?,?,?,?,0.870000000000001,0.629999999999999,0.66,0.309999999999999,0,?,?,?,5,GreaterPatroclus,1971FV1,LamposSub,,
156294 (2001 WU66),0.037000000000000005,0.0734,0.073,1.14141189374089,14.4424363893561,?,?,?,?,0.739999999999998,1.15,0.530000000000001,0.120000000000001,-0.02,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
157471 (2005 AX71),0.0352,0.0833,0.071,1.15784438517198,12.6301801652506,?,?,?,?,0.770000000000003,1.36,0.559999999999999,0.280000000000001,0.07,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
157741 (2006 BE202),0.0388,0.0738,0.1767,0.9787525055334642,14.510453099389801,0.073,?,?,?,0.805,1.6,0.585000000000001,0.305,0.125,?,?,?,5,GreaterPatroclus,1989TX11,-,,
