full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,GreaterClan,Clan,SubClan,tax_c,Tax_ref
  3794 Sthenelos (1985 TF3),0.02,0.125,0.1177,2.15580375282714,12.5825424384838,0.112,0.132,0.132,18.8342105037388,?,?,?,?,?,?,?,?,4,GreaterAchilles,Achilles,-,,
  3801 Thrasymedes (1985 VS),0.1114,0.0186,0.4859,4.34243243230064,49.7026563354216,0.066,0.159,0.159,?,?,?,?,?,?,?,?,?,4,GreaterHektor,Hektor,-,,
  4007 Euryalos (1973 SR),0.0585,0.0157,0.1939,1.86782297935672,27.993670896012894,0.065,0.134,0.134,18.3180465355168,?,?,?,?,?,?,?,?,4,GreaterTelamon,-,-,,
  4035 (1986 WD),0.0743,0.0096,0.2266,2.06187427552481,29.0178487958818,0.054,0.129,0.113,17.5005171645678,?,?,?,?,?,?,?,?,4,-,Polypoites,-,D,Bendjoya2004
  4057 Demophon (1985 TQ),0.0598,0.0811,0.05,1.95191755747148,22.3800342181729,0.077,0.115,0.115,18.1653083597347,0.93,1.65,0.710000000000001,0.260000000000002,0.09,?,?,?,4,GreaterNestor,Eurymedon,-,,
  4060 Deipylos (1987 YT1),0.0497,0.1293,0.2689,2.23951008458929,18.730481107457,0.043,0.077,0.054,17.0392690813557,0.951111111111111,1.69444444444444,0.734444444444444,0.2,-0.087777777777777,0.2414745,0.5467615,0.13682,4,GreaterNestor,Nestor,-,C,Bendjoya2004
  4063 Euforbo (1989 CG2),0.0469,0.0735,0.3007,1.4497611430361297,25.0349709122961,0.07,0.144,0.097,16.7049356939384,0.77,1.23,0.560000000000002,0.219999999999999,-0.219999999999999,0.3544855,0.5879915,?,4,-,Idomeneus,-,D,Bendjoya2004
  4068 Menestheus (1973 SW),0.083,0.0686,0.2961,3.28072403117778,36.1054404695552,0.061,0.137,0.154,16.8559951670779,0.82,1.565,0.610000000000001,0.135,0.02,?,?,?,4,-,-,-,D,Bendjoya2004
  4086 Podalirius (1985 VK2),0.0957,0.0793,0.3542,4.24483636146555,43.7378254492163,0.05,0.126,0.084,17.3471714791967,0.893333333333334,1.61333333333333,0.676666666666667,0.156666666666667,0.006666666666665,?,?,?,4,GreaterAjax,Ajax,AjaxSub,,
  4138 Kalchas (1973 SM),0.0567,0.044,0.0485,2.3945591849631698,27.0343603564294,0.082,0.128,0.128,17.9655070332484,?,?,?,?,?,?,?,?,4,GreaterTelamon,Kalchas,-,X,Bendjoya2004
  4348 Poulydamas (1988 RU),0.0409,0.0894,0.1515,1.273648914668,15.092080935809099,0.033,0.066,0.066,17.0985202842292,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,X,Bendjoya2004
  4489 (1988 AK),0.0995,0.0295,0.3553,3.3414171739295093,41.7220174833763,0.069,0.145,0.128,16.9616431829342,0.85,1.43,0.630000000000001,0.25,0.16,?,?,?,4,GreaterHektor,Hektor,-,D,Hasselmann2012
  4501 Eurypylos (1989 CJ3),0.0782,0.0084,0.1631,3.4460884206491804,35.1410233478957,0.065,0.113,0.113,18.4106997640304,?,?,?,?,?,?,?,?,4,-,Thersander,-,,
  4543 Phoinix (1989 CQ1),0.1222,0.0588,0.275,9.17375674825286,58.9712117294201,0.057,0.129,0.111,17.7212862095594,?,?,?,?,?,?,?,?,4,GreaterDiomedes,Diomedes,-,,
  4707 Khryses (1988 PY),0.0394,0.1091,0.1429,2.444082887148,21.4527501749129,0.086,0.171,0.171,18.3698569694482,?,?,?,?,?,?,?,?,5,-,Khryses,-,,
  4708 Polydoros (1988 RT),0.0944,0.063,0.1452,4.18171076738986,37.2813670013618,0.064,0.128,0.128,17.6090386142609,0.879999999999999,1.52333333333333,0.663333333333332,0.266666666666667,0.040000000000002,?,?,?,5,GreaterAneas,-,-,D,Hasselmann2012
  4709 Ennomos (1988 TU2),0.0771,0.0408,0.4507,2.10753271399614,40.1555818989617,0.077,0.08,0.087,16.3613944334258,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,,
  4715 (1989 TS1),0.0972,0.0245,0.3238,4.88335182335783,45.954826877681896,0.06,0.134,0.129,17.4282301925856,?,?,?,?,?,?,?,?,5,GreaterAstyanax,-,-,D,Bendjoya2004
  4722 Agelaos (4271 T-3),0.0231,0.1027,0.1364,1.4347098167583,9.68596732623121,0.076,0.153,0.153,17.8778044650757,?,?,?,?,?,?,?,?,5,GreaterPatroclus,1971FV1,-,,
  4754 Panthoos (5010 T-3),0.0884,0.0442,0.2005,4.38694360621531,40.88274281554771,0.063,0.126,0.201,17.9178373304499,?,?,?,?,?,?,?,?,5,GreaterAneas,-,-,,
  4791 Iphidamas (1988 PB1),0.0631,0.083,0.4591,0.7424225741488041,29.676069356181397,0.079,0.158,0.158,17.7313241109082,?,?,?,?,?,?,?,?,5,GreaterAneas,Aneas,IphidamasSub,,
  4792 Lykaon (1988 RK1),0.0615,0.0565,0.1463,1.78580994139406,23.205023366627607,0.068,0.124,0.124,18.1284128518965,0.850000000000001,1.64,0.635,0.270000000000001,0.074999999999999,?,?,?,5,-,Asteropaios,LykaonSub,D,Bendjoya2004
  4805 Asteropaios (1990 VH7),0.0602,0.07200000000000001,0.2314,1.69770436444475,24.638108181718607,0.058,0.117,0.117,17.6284076781872,?,?,?,?,?,?,?,?,5,-,Asteropaios,-,,
  4827 Dares (1988 QE),0.0916,0.0678,0.1521,5.00066063683494,41.46160185868379,0.067,0.138,0.138,18.0321993772093,0.773333333333333,1.44666666666667,0.563333333333335,0.233333333333333,0.136666666666666,?,?,?,5,-,-,-,D,Hasselmann2012
  4828 Misenus (1988 RV),0.0568,0.0857,0.2661,2.16857132981852,25.6968309733313,0.063,0.13,0.13,17.725459719547,?,?,?,?,?,0.3930535,0.64941,?,5,-,Asteropaios,-,,
  4829 Sergestus (1988 RM1),0.1055,0.0199,0.1625,6.5806611987565,49.4981965675272,0.068,0.135,0.135,?,0.809999999999999,1.51,0.59,0.289999999999999,-0.23,?,?,?,5,GreaterAstyanax,Helenos,-,XD,Fornasier2012
  4832 Palinurus (1988 TU1),0.0575,0.1091,0.3055,1.82732123868783,24.2497400589459,0.071,0.113,0.11,18.0943617703392,0.815000000000001,1.49,0.6,0.275,0.134999999999998,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
  4833 Meges (1989 AL2),0.0505,0.0721,0.5485,-1.20061472333478,20.5351043236586,0.076,0.123,0.104,17.1052557666592,?,?,?,?,?,?,?,?,4,-,Periphas,-,D,Bendjoya2004
  4834 Thoas (1989 AM2),0.0394,0.0888,0.4548,-0.666524453735811,15.925204074779,0.085,0.146,0.114,17.3405595521372,?,?,?,?,?,0.406595,0.606573,?,4,-,Ulysses,-,D,Bendjoya2004
  4836 Medon (1989 CK1),0.0618,0.0813,0.3103,2.1654081996603702,30.0654987874208,0.07,0.134,0.12,17.5655108924602,?,?,?,?,?,?,?,?,4,-,-,-,D,Bendjoya2004
  4867 Polites (1989 SZ),0.0488,0.0411,0.4686,0.16872945117717095,25.813307595427798,0.071,0.124,0.124,17.8754990205257,?,?,?,?,?,?,?,?,5,GreaterAneas,Aneas,AneasSub,,
  4902 Thessandrus (1989 AN2),0.0115,0.0094,0.1515,0.006879835277708001,4.88688314844256,0.081,0.148,0.182,?,0.855,1.365,0.640000000000001,0.25,0.18,?,?,?,4,-,-,-,D,Hasselmann2012
  4946 Askalaphus (1988 BW1),0.1076,0.0904,0.3594,5.2919159725095986,47.6844772018533,0.069,0.14,0.14,17.7647681947213,0.835000000000001,1.42,0.620000000000001,0.229999999999999,0.15,?,?,?,4,GreaterHektor,Thersites,-,D,Hasselmann2012
  5012 Eurymedon (9507 P-L),0.061,0.0737,0.0805,2.22850276019245,24.149649123175607,0.082,0.111,0.111,18.7345363392502,0.739999999999998,1.66,0.52,0.16,0.109999999999999,?,?,?,4,GreaterNestor,Eurymedon,-,C,Hasselmann2012
  5023 Agapenor (1985 TG3),0.0625,0.0295,0.225,1.54081425966381,26.1734029448535,0.173,0.228,0.228,18.2106592772914,0.709999999999997,1.51,0.5,0.189999999999998,0.100000000000001,?,?,?,4,GreaterTelamon,Theoklymenos,-,X,Hasselmann2012
  5025 (1986 TS6),0.0247,0.029,0.2016,-0.019315485298542,10.2106743113781,0.084,0.103,0.103,18.4351650952914,0.75,1.47,0.539999999999999,0.170000000000002,0.109999999999999,?,?,?,4,GreaterOdysseus,Odysseus,-,D,Bendjoya2004
  5027 Androgeos (1988 BX1),0.0923,0.0204,0.5027,1.59112557668988,40.332076137699396,0.071,0.148,0.114,17.6404187157648,0.829999999999998,1.51,0.620000000000001,0.27,0.169999999999998,0.3266145,0.5696835,?,4,-,Agamemnon,-,D,Hasselmann2012
  5028 Halaesus (1988 BY1),0.0521,0.0841,0.3551,0.6531658857482161,21.6820119951028,0.057,0.13,0.123,18.506227047521,0.82,1.38,0.599999999999998,0.240000000000002,0.140000000000001,?,?,?,4,-,Halaesus,-,D,Hasselmann2012
  5041 Theotes (1973 SW1),0.0901,0.0451,0.1777,4.61022687477936,41.457856989907604,0.058,0.116,0.116,18.5885575465097,0.809999999999999,1.77,0.599999999999998,0.210000000000001,0.030000000000001,?,?,?,4,GreaterDiomedes,-,-,,
  5119 (1988 RA1),0.0082,0.0693,0.2921,-0.015320476891985997,8.518423314054589,0.061,0.122,0.135,18.3172003749747,0.899999999999999,1.69,0.68,0.149999999999999,-0.369999999999997,?,?,?,5,GreaterPatroclus,-,-,,
  5120 Bitias (1988 TZ1),0.0894,0.0711,0.4452,1.44510831814722,33.3321330427011,0.122,0.137,0.137,17.9452116881767,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,BitiasSub,,
  5123 (1989 BL),0.0309,0.0704,0.1279,0.654285608742114,10.5657535026627,0.129,0.171,0.171,?,?,?,?,?,?,?,?,?,4,-,Halitherses,-,,
  5126 Achaemenides (1989 CH2),0.0391,0.0454,0.4778,-1.02430393959482,16.9324168322647,0.05,0.056,0.056,18.2051214376052,?,?,?,?,?,?,?,?,4,-,-,-,C,Bendjoya2004
  5130 Ilioneus (1989 SC7),0.1021,0.0394,0.2905,4.49784832148674,43.6747012074168,0.069,0.108,0.108,17.3658848186784,?,?,?,?,?,?,?,?,5,GreaterAstyanax,Mentor,-,D,Fornasier2004
  5209 (1989 CW1),0.113,0.0284,0.177,7.4972139410812595,52.3029568481357,0.069,0.145,0.16,18.1365736588638,1.01,1.45,0.789999999999999,0.25,0,?,?,?,4,GreaterDiomedes,Diomedes,-,,
  5233 (1988 RL10),0.0624,0.0896,0.0453,3.17063101134596,29.312510590869998,0.058,0.115,0.115,?,?,?,?,?,?,?,?,?,5,-,-,-,,
  5244 Amphilochos (1973 SQ1),0.0542,0.0563,0.1178,2.2788485210809903,26.1150843233352,0.091,0.155,0.155,18.3388800441286,?,?,?,?,?,?,?,?,4,GreaterTelamon,Telamon,-,,
  5254 Ulysses (1986 VG1),0.0351,0.0779,0.388,-0.407373492255793,12.793223436006999,0.07,0.158,0.151,17.3336762718683,?,?,?,?,?,?,?,?,4,-,Ulysses,-,D,Bendjoya2004
  5257 (1988 RS10),0.0628,0.0618,0.0318,2.52645636238111,27.425412552905,?,?,?,?,0.87,1.31666666666667,0.653333333333332,0.246666666666666,0.16,?,?,?,5,-,Asteropaios,1988RS10Sub,,
  5258 (1989 AU1),0.0813,0.0589,0.1224,3.40362784214686,33.0798497951565,0.052,0.111,0.111,17.7380065205669,?,?,?,?,?,?,?,?,4,-,Eurybates,AniusSub,DX,Bendjoya2004
  5259 Epeigeus (1989 BB1),0.0302,0.1197,0.2578,1.46117578477745,16.503934818127803,0.073,0.127,0.127,17.9468973757597,0.829999999999998,1.44,0.620000000000001,0.300000000000001,0.140000000000001,?,?,?,4,GreaterAchilles,Achilles,-,D,Hasselmann2012
  5264 Telephus (1991 KC),0.012,0.0854,0.5329,-1.4909938998271697,9.92371793527491,0.072,0.146,0.155,17.1211341409348,0.835000000000001,1.43,0.620000000000001,0.26,0.164999999999999,?,?,?,4,-,Ulysses,-,D,Bendjoya2004
  5283 Pyrrhus (1989 BW),0.0102,0.1013,0.2797,0.5893317939705369,8.888307492574778,0.1,0.158,0.117,18.0095096678067,?,?,?,?,?,?,?,?,4,GreaterAchilles,Epeios,-,Neg,Bendjoya2004
  5284 Orsilocus (1989 CK2),0.021,0.038,0.3226,-0.473630612484676,9.941170806702019,0.07,0.148,0.149,18.16373725612,0.809999999999999,1.44,0.59,0.259999999999998,0.150000000000002,0.350386,0.5475055,?,4,-,-,-,D,Hasselmann2012
  5285 Krethon (1989 EO11),0.1107,0.0176,0.4065,6.0266605037485,53.6330296511563,0.079,0.137,0.137,18.0981285940267,?,?,?,?,?,?,?,?,4,GreaterHektor,Hektor,-,XD,Bendjoya2004
  5436 Eumelos (1990 DK),0.0103,0.0526,0.1496,0.40212229121888,8.550346426488941,0.086,0.172,0.172,18.3636213394657,?,?,?,?,?,?,?,?,4,-,Halitherses,-,,
  5476 (1989 TO11),0.0971,0.0445,0.2397,5.15530342949796,45.515794031374206,0.099,0.198,0.198,18.5508142273924,?,?,?,?,?,?,?,?,5,GreaterAstyanax,Mentor,-,,
  5511 Cloanthus (1988 TH1),0.0535,0.0735,0.1878,1.7571535159663103,24.6544208054968,0.093,0.147,0.176,18.5349729664029,?,?,?,?,?,0.3597455,0.5855135,0.161376,5,GreaterPatroclus,-,-,D,Bendjoya2004
  5637 Gyas (1988 RF1),0.102,0.0737,0.3866,5.917502072929209,51.357847658785104,0.056,0.112,0.112,?,?,?,?,?,?,?,?,?,5,GreaterAstyanax,Mentor,MentorSub,,
  5638 Deikoon (1988 TA3),0.0829,0.1033,0.1768,4.244514363502221,35.0326664582973,0.071,0.151,0.151,18.532874591867,0.7825,1.4,0.572499999999999,0.1975,0.147500000000001,?,?,?,5,-,-,-,,
  5648 (1990 VU1),0.0685,0.127,0.3648,3.26195553727081,33.2515041428165,0.073,0.145,0.145,17.7932845179727,?,?,?,?,?,?,?,?,5,-,1990VU1,1990VU1Sub,D,Bendjoya2004
  5652 Amphimachus (1992 HS3),0.0239,0.0524,0.0555,0.824061721221362,12.821846175515699,0.061,0.142,0.076,18.2370434980321,?,?,?,?,?,?,?,?,4,-,-,-,,
  5907 (1989 TU5),0.0627,0.0945,0.0132,3.42227768673587,29.745831793555798,0.072,0.134,0.134,?,?,?,?,?,?,?,?,?,5,-,1990VU1,1990VU1Sub,,
  6002 (1988 RO),0.0249,0.0753,0.2769,0.229736657135106,13.0777222292201,0.075,0.15,0.15,18.3212100653478,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Memnon,-,,
  6090 (1989 DJ),0.1033,0.0215,0.365,3.6595700466952,43.5405266260413,0.087,0.145,0.169,17.5824527194806,?,?,?,?,?,?,?,?,4,GreaterHektor,Hektor,-,D,Bendjoya2004
  6545 (1986 TR6),0.102,0.006999999999999999,0.2309,6.03009823475408,47.7417874177499,0.068,0.127,0.109,18.0078175854498,0.810000000000002,1.38,0.59,0.280000000000001,0.149999999999999,?,?,?,4,GreaterHektor,Hektor,-,D,Fornasier2007
  6997 Laomedon (3104 T-3),0.0322,0.0913,0.3294,0.4984196007521289,16.5308270816154,0.087,0.173,0.173,18.4334282540148,0.830000000000002,1.43,0.609999999999999,0.289999999999999,0.09,?,?,?,5,GreaterPatroclus,-,-,D,Hasselmann2012
  6998 Tithonus (3108 T-3),0.0431,0.0299,0.0296,1.04243392032259,18.3160500174953,0.049,0.099,0.099,?,0.800000000000001,1.48,0.600000000000001,0.289999999999999,0.150000000000002,?,?,?,5,-,-,-,D,Fornasier2004
  7119 Hiera (1989 AV2),0.0951,0.065,0.353,4.0716406937271605,42.0514574957606,0.067,0.148,0.148,17.6737119762824,?,?,?,?,?,?,?,?,4,GreaterAjax,Ajax,HieraSub,,
